"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
40000,Грибоедова,Екатеринбург,2000,20,Универсальное помещение,https://ekaterinburg.n1.ru/view/115875502/?open_card_kn
30000,Тверитина,Екатеринбург,1666,18,Универсальное помещение,https://ekaterinburg.n1.ru/view/115875501/?open_card_kn
25000,Тверитина,Екатеринбург,1388,18,Универсальное помещение,https://ekaterinburg.n1.ru/view/115875500/?open_card_kn
200000,Шиловская,Екатеринбург,800,250,Универсальное помещение,https://ekaterinburg.n1.ru/view/111093691/?open_card_kn
55000,Успенский проспект,Екатеринбург,2200,25,Универсальное помещение,https://ekaterinburg.n1.ru/view/114840857/?open_card_kn
326400,Академика Ландау,Екатеринбург,2400,136,Универсальное помещение,https://ekaterinburg.n1.ru/view/113386784/?open_card_kn
390000,Ленина проспект,Екатеринбург,769,507,Универсальное помещение,https://ekaterinburg.n1.ru/view/114838772/?open_card_kn
1300,Белинского,Екатеринбург,15,86,Универсальное помещение,https://ekaterinburg.n1.ru/view/115870586/?open_card_kn
35000,Фрунзе,Екатеринбург,1458,24,Универсальное помещение,https://ekaterinburg.n1.ru/view/114119751/?open_card_kn
58000,Первомайская,Екатеринбург,1318,44,Универсальное помещение,https://ekaterinburg.n1.ru/view/113746390/?open_card_kn
540750,Техническая,Екатеринбург,375,1442,Универсальное помещение,https://ekaterinburg.n1.ru/view/113746378/?open_card_kn
100000,Академика Ландау,Екатеринбург,1118,89,Универсальное помещение,https://ekaterinburg.n1.ru/view/115520078/?open_card_kn
650000,Космонавтов проспект,Екатеринбург,1447,449,Универсальное помещение,https://ekaterinburg.n1.ru/view/115865990/?open_card_kn
159240,Павлодарская,Екатеринбург,1200,132,Универсальное помещение,https://ekaterinburg.n1.ru/view/112576342/?open_card_kn
58500,Луначарского,Екатеринбург,900,65,Универсальное помещение,https://ekaterinburg.n1.ru/view/109798435/?open_card_kn
182270,Индустрии,Екатеринбург,1100,165,Универсальное помещение,https://ekaterinburg.n1.ru/view/74620735/?open_card_kn
90000,Челюскинцев,Екатеринбург,1000,90,Универсальное помещение,https://ekaterinburg.n1.ru/view/114110817/?open_card_kn
105200,Краснофлотцев,Екатеринбург,1000,105,Универсальное помещение,https://ekaterinburg.n1.ru/view/112575535/?open_card_kn
30788,Мамина-Сибиряка,Екатеринбург,860,35,Универсальное помещение,https://ekaterinburg.n1.ru/view/115864628/?open_card_kn
90000,Фурманова,Екатеринбург,1654,54,Универсальное помещение,https://ekaterinburg.n1.ru/view/115512545/?open_card_kn
255000,Старых Большевиков,Екатеринбург,1500,170,Универсальное помещение,https://ekaterinburg.n1.ru/view/115511335/?open_card_kn
70000,Никитина переулок,Екатеринбург,1346,52,Универсальное помещение,https://ekaterinburg.n1.ru/view/115159728/?open_card_kn
379000,Большакова,Екатеринбург,1489,254,Универсальное помещение,https://ekaterinburg.n1.ru/view/115862377/?open_card_kn
270000,Космонавтов проспект,Екатеринбург,859,314,Универсальное помещение,https://ekaterinburg.n1.ru/view/112985119/?open_card_kn
160000,Загвозкина,Екатеринбург,421,380,Универсальное помещение,https://ekaterinburg.n1.ru/view/112984566/?open_card_kn
130000,Восточная,Екатеринбург,1313,99,Универсальное помещение,https://ekaterinburg.n1.ru/view/115861739/?open_card_kn
384717,Первомайский поселок,Екатеринбург,462,832,Универсальное помещение,https://ekaterinburg.n1.ru/view/115157345/?open_card_kn
108940,Мальцева,Екатеринбург,1300,83,Универсальное помещение,https://ekaterinburg.n1.ru/view/115508111/?open_card_kn
50000,Березовский тракт,Екатеринбург,1000,50,Универсальное помещение,https://ekaterinburg.n1.ru/view/115156320/?open_card_kn
103800,Пехотинцев,Екатеринбург,1500,69,Универсальное помещение,https://ekaterinburg.n1.ru/view/115156071/?open_card_kn
17640,Ленинградская,Екатеринбург,452,39,Универсальное помещение,https://ekaterinburg.n1.ru/view/115507270/?open_card_kn
2787250,Попова,Екатеринбург,2500,1114,Универсальное помещение,https://ekaterinburg.n1.ru/view/115507205/?open_card_kn
90000,Пехотинцев,Екатеринбург,612,147,Универсальное помещение,https://ekaterinburg.n1.ru/view/115155566/?open_card_kn
27500,Ленина проспект,Екатеринбург,1598,17,Универсальное помещение,https://ekaterinburg.n1.ru/view/115847754/?open_card_kn
83550,Краснофлотцев,Екатеринбург,1056,79,Универсальное помещение,https://ekaterinburg.n1.ru/view/115149734/?open_card_kn
250000,Стачек,Екатеринбург,1400,178,Универсальное помещение,https://ekaterinburg.n1.ru/view/115846213/?open_card_kn
300000,Академика Ландау,Екатеринбург,2040,147,Универсальное помещение,https://ekaterinburg.n1.ru/view/115844094/?open_card_kn
99321,Степана Разина,Екатеринбург,1300,76,Универсальное помещение,https://ekaterinburg.n1.ru/view/114429473/?open_card_kn
330000,Ленинский поселок,Екатеринбург,500,660,Универсальное помещение,https://ekaterinburg.n1.ru/view/115843039/?open_card_kn
6000,бульвар Владимира Белоглазова,Екатеринбург,1111,5,Универсальное помещение,https://ekaterinburg.n1.ru/view/114427673/?open_card_kn
75000,Индустриальный проезд,Екатеринбург,150,500,Универсальное помещение,https://ekaterinburg.n1.ru/view/111905394/?open_card_kn
78950,Мраморская,Екатеринбург,500,157,Универсальное помещение,https://ekaterinburg.n1.ru/view/115841929/?open_card_kn
2000,Гагарина,Екатеринбург,40,49,Универсальное помещение,https://ekaterinburg.n1.ru/view/109759361/?open_card_kn
281450,Шевченко,Екатеринбург,650,433,Универсальное помещение,https://ekaterinburg.n1.ru/view/115493169/?open_card_kn
10000,Революции,Екатеринбург,416,24,Универсальное помещение,https://ekaterinburg.n1.ru/view/114426307/?open_card_kn
35000,Радищева,Екатеринбург,1944,18,Универсальное помещение,https://ekaterinburg.n1.ru/view/115492981/?open_card_kn
153720,Уральская,Екатеринбург,1200,128,Универсальное помещение,https://ekaterinburg.n1.ru/view/115492391/?open_card_kn
150000,Радищева,Екатеринбург,1898,79,Универсальное помещение,https://ekaterinburg.n1.ru/view/115141968/?open_card_kn
675000,Пехотинцев,Екатеринбург,3000,225,Универсальное помещение,https://ekaterinburg.n1.ru/view/111903022/?open_card_kn
483000,Пехотинцев,Екатеринбург,3000,161,Универсальное помещение,https://ekaterinburg.n1.ru/view/111903023/?open_card_kn
17000,Щербакова,Екатеринбург,850,20,Универсальное помещение,https://ekaterinburg.n1.ru/view/115840944/?open_card_kn
100000,Сибирский тракт,Екатеринбург,2000,50,Универсальное помещение,https://ekaterinburg.n1.ru/view/115487046/?open_card_kn
101500,Хуторская,Екатеринбург,1400,72,Универсальное помещение,https://ekaterinburg.n1.ru/view/115836967/?open_card_kn
5000,Трудовая,Екатеринбург,1666,3,Универсальное помещение,https://ekaterinburg.n1.ru/view/115484077/?open_card_kn
