"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
247000,Комсомольский проспект,Челябинск,449,550,Универсальное помещение,https://chelyabinsk.n1.ru/view/114429309/?open_card_kn
252000,Энтузиастов,Челябинск,700,360,Универсальное помещение,https://chelyabinsk.n1.ru/view/114429310/?open_card_kn
180000,Артиллерийская,Челябинск,529,340,Универсальное помещение,https://chelyabinsk.n1.ru/view/114428623/?open_card_kn
150000,Сталеваров,Челябинск,500,300,Универсальное помещение,https://chelyabinsk.n1.ru/view/113726688/?open_card_kn
45000,Победы проспект,Челябинск,1071,42,Универсальное помещение,https://chelyabinsk.n1.ru/view/115842069/?open_card_kn
117000,Университетская Набережная,Челябинск,1258,93,Универсальное помещение,https://chelyabinsk.n1.ru/view/112540463/?open_card_kn
87480,Ленина проспект,Челябинск,1350,64,Универсальное помещение,https://chelyabinsk.n1.ru/view/113726513/?open_card_kn
90000,Трубников,Челябинск,418,215,Универсальное помещение,https://chelyabinsk.n1.ru/view/114427497/?open_card_kn
233970,Комсомольский проспект,Челябинск,1100,212,Универсальное помещение,https://chelyabinsk.n1.ru/view/113726259/?open_card_kn
97000,Академика Королева,Челябинск,1000,97,Универсальное помещение,https://chelyabinsk.n1.ru/view/115492364/?open_card_kn
45000,Школьная,Челябинск,576,78,Универсальное помещение,https://chelyabinsk.n1.ru/view/110180330/?open_card_kn
200000,Краснопольский проспект,Челябинск,2000,100,Универсальное помещение,https://chelyabinsk.n1.ru/view/111500686/?open_card_kn
625000,250-летия Челябинска,Челябинск,2500,250,Универсальное помещение,https://chelyabinsk.n1.ru/view/113349858/?open_card_kn
95000,Академика Макеева,Челябинск,1759,54,Универсальное помещение,https://chelyabinsk.n1.ru/view/115833765/?open_card_kn
100000,Красноуфимская,Челябинск,500,200,Универсальное помещение,https://chelyabinsk.n1.ru/view/115833764/?open_card_kn
120000,Гагарина,Челябинск,916,131,Универсальное помещение,https://chelyabinsk.n1.ru/view/115129986/?open_card_kn
360000,Копейское шоссе,Челябинск,2000,180,Универсальное помещение,https://chelyabinsk.n1.ru/view/115129985/?open_card_kn
84000,70 лет Октября,Челябинск,700,120,Универсальное помещение,https://chelyabinsk.n1.ru/view/115129545/?open_card_kn
780000,Свободы,Челябинск,1300,600,Универсальное помещение,https://chelyabinsk.n1.ru/view/114416902/?open_card_kn
105200,Славы проспект,Челябинск,1001,105,Универсальное помещение,https://chelyabinsk.n1.ru/view/114416647/?open_card_kn
120000,Артиллерийская,Челябинск,200,600,Универсальное помещение,https://chelyabinsk.n1.ru/view/114416519/?open_card_kn
188000,Северная,Челябинск,800,235,Универсальное помещение,https://chelyabinsk.n1.ru/view/114416440/?open_card_kn
65000,Ленина проспект,Челябинск,1031,63,Универсальное помещение,https://chelyabinsk.n1.ru/view/115829712/?open_card_kn
350000,Кирова,Челябинск,700,500,Универсальное помещение,https://chelyabinsk.n1.ru/view/112527717/?open_card_kn
115000,Комсомольский проспект,Челябинск,1210,95,Универсальное помещение,https://chelyabinsk.n1.ru/view/110170049/?open_card_kn
40500,Ленина проспект,Челябинск,300,135,Универсальное помещение,https://chelyabinsk.n1.ru/view/109744597/?open_card_kn
50000,70 лет Октября,Челябинск,1000,50,Универсальное помещение,https://chelyabinsk.n1.ru/view/114061017/?open_card_kn
10500,Копейское шоссе,Челябинск,456,23,Универсальное помещение,https://chelyabinsk.n1.ru/view/112527630/?open_card_kn
60000,Жукова,Челябинск,1284,46,Универсальное помещение,https://chelyabinsk.n1.ru/view/115476556/?open_card_kn
30000,Механическая,Челябинск,300,100,Универсальное помещение,https://chelyabinsk.n1.ru/view/107258561/?open_card_kn
328800,Кирова,Челябинск,800,411,Универсальное помещение,https://chelyabinsk.n1.ru/view/107619377/?open_card_kn
350000,Новая Пикадилли (мкр N4-МалинкиVillage),Челябинск,700,500,Универсальное помещение,https://chelyabinsk.n1.ru/view/110620203/?open_card_kn
120000,Блюхера,Челябинск,784,153,Универсальное помещение,https://chelyabinsk.n1.ru/view/115462491/?open_card_kn
60000,Ленина проспект,Челябинск,512,117,Универсальное помещение,https://chelyabinsk.n1.ru/view/115460177/?open_card_kn
90000,Каслинская,Челябинск,1551,58,Универсальное помещение,https://chelyabinsk.n1.ru/view/112934533/?open_card_kn
100000,Новороссийская,Челябинск,492,203,Универсальное помещение,https://chelyabinsk.n1.ru/view/108831675/?open_card_kn
300000,Ленина проспект,Челябинск,943,318,Универсальное помещение,https://chelyabinsk.n1.ru/view/110603677/?open_card_kn
173600,Лесопарковая,Челябинск,1550,112,Универсальное помещение,https://chelyabinsk.n1.ru/view/115809586/?open_card_kn
80000,Дзержинского,Челябинск,869,92,Универсальное помещение,https://chelyabinsk.n1.ru/view/115447569/?open_card_kn
300000,Ленина проспект,Челябинск,937,320,Универсальное помещение,https://chelyabinsk.n1.ru/view/114765082/?open_card_kn
80000,Победы проспект,Челябинск,1142,70,Универсальное помещение,https://chelyabinsk.n1.ru/view/114764680/?open_card_kn
4800,Шота Руставели,Челябинск,120,40,Универсальное помещение,https://chelyabinsk.n1.ru/view/115444412/?open_card_kn
14070,Комарова,Челябинск,700,20,Универсальное помещение,https://chelyabinsk.n1.ru/view/115803330/?open_card_kn
99000,Свердловский проспект,Челябинск,900,110,Универсальное помещение,https://chelyabinsk.n1.ru/view/114383606/?open_card_kn
110000,4-й Пятилетки,Челябинск,544,202,Универсальное помещение,https://chelyabinsk.n1.ru/view/114383605/?open_card_kn
50000,Сони Кривой,Челябинск,724,69,Универсальное помещение,https://chelyabinsk.n1.ru/view/114763114/?open_card_kn
24150,Комарова,Челябинск,700,34,Универсальное помещение,https://chelyabinsk.n1.ru/view/115108682/?open_card_kn
44500,Комарова,Челябинск,890,50,Универсальное помещение,https://chelyabinsk.n1.ru/view/115106953/?open_card_kn
193130,Комарова,Челябинск,890,217,Универсальное помещение,https://chelyabinsk.n1.ru/view/115106755/?open_card_kn
65000,Калинина,Челябинск,433,149,Универсальное помещение,https://chelyabinsk.n1.ru/view/110586481/?open_card_kn
200000,Новая Пикадилли (мкр N4-МалинкиVillage),Челябинск,400,500,Универсальное помещение,https://chelyabinsk.n1.ru/view/112497462/?open_card_kn
110000,Комарова,Челябинск,1100,100,Универсальное помещение,https://chelyabinsk.n1.ru/view/115794962/?open_card_kn
149988,Асфальтная станция,Челябинск,3448,43,Универсальное помещение,https://chelyabinsk.n1.ru/view/89079444/?open_card_kn
20085,Тенистая,Челябинск,309,65,Универсальное помещение,https://chelyabinsk.n1.ru/view/89079441/?open_card_kn
258400,Дзержинского,Челябинск,1700,152,Универсальное помещение,https://chelyabinsk.n1.ru/view/111459942/?open_card_kn
700000,Ломоносова переулок,Челябинск,350,2000,Универсальное помещение,https://chelyabinsk.n1.ru/view/111459945/?open_card_kn
55000,Победы проспект,Челябинск,1000,55,Универсальное помещение,https://chelyabinsk.n1.ru/view/114372251/?open_card_kn
18000,Либединского,Челябинск,1000,18,Универсальное помещение,https://chelyabinsk.n1.ru/view/115791019/?open_card_kn
2100000,Кирова,Челябинск,1084,1937,Универсальное помещение,https://chelyabinsk.n1.ru/view/112492416/?open_card_kn
98000,Комарова,Челябинск,980,100,Универсальное помещение,https://chelyabinsk.n1.ru/view/115789451/?open_card_kn
24000,Академика Королева,Челябинск,6000,4,Универсальное помещение,https://chelyabinsk.n1.ru/view/115438904/?open_card_kn
495000,Конструктора Духова,Челябинск,15000,33,Универсальное помещение,https://chelyabinsk.n1.ru/view/110579172/?open_card_kn
100000,Горького,Челябинск,980,102,Универсальное помещение,https://chelyabinsk.n1.ru/view/115092183/?open_card_kn
50550,Труда,Челябинск,1531,33,Универсальное помещение,https://chelyabinsk.n1.ru/view/115778297/?open_card_kn
55000,Линейная,Челябинск,714,77,Универсальное помещение,https://chelyabinsk.n1.ru/view/115776610/?open_card_kn
99000,Кирова,Челябинск,933,106,Универсальное помещение,https://chelyabinsk.n1.ru/view/115776482/?open_card_kn
45000,Белорецкая,Челябинск,600,75,Универсальное помещение,https://chelyabinsk.n1.ru/view/112468151/?open_card_kn
90000,Новороссийская,Челябинск,443,203,Универсальное помещение,https://chelyabinsk.n1.ru/view/110562006/?open_card_kn
625000,Самохина,Челябинск,900,694,Универсальное помещение,https://chelyabinsk.n1.ru/view/111441533/?open_card_kn
400,Маршала Чуйкова,Челябинск,15,26,Универсальное помещение,https://chelyabinsk.n1.ru/view/115772145/?open_card_kn
72800,Труда,Челябинск,933,78,Универсальное помещение,https://chelyabinsk.n1.ru/view/114365801/?open_card_kn
40000,Байкальская,Челябинск,294,136,Универсальное помещение,https://chelyabinsk.n1.ru/view/114736464/?open_card_kn
182500,Лихачева,Челябинск,500,365,Универсальное помещение,https://chelyabinsk.n1.ru/view/113272439/?open_card_kn
28540,Бугурусланская,Челябинск,200,142,Универсальное помещение,https://chelyabinsk.n1.ru/view/115771290/?open_card_kn
100000,Академика Макеева,Челябинск,526,190,Универсальное помещение,https://chelyabinsk.n1.ru/view/114013604/?open_card_kn
16900,Дербентская,Челябинск,650,26,Универсальное помещение,https://chelyabinsk.n1.ru/view/115768825/?open_card_kn
236880,Корабельная,Челябинск,450,526,Универсальное помещение,https://chelyabinsk.n1.ru/view/115073310/?open_card_kn
100000,Ленина проспект,Челябинск,1515,66,Универсальное помещение,https://chelyabinsk.n1.ru/view/114003535/?open_card_kn
125000,1 Мая,Челябинск,500,250,Универсальное помещение,https://chelyabinsk.n1.ru/view/114003536/?open_card_kn
45000,Полетаевская,Челябинск,500,90,Универсальное помещение,https://chelyabinsk.n1.ru/view/115768204/?open_card_kn
187200,Победы проспект,Челябинск,400,468,Универсальное помещение,https://chelyabinsk.n1.ru/view/115423268/?open_card_kn
100000,Победы проспект,Челябинск,735,136,Универсальное помещение,https://chelyabinsk.n1.ru/view/115423269/?open_card_kn
50000,Победы проспект,Челябинск,787,63,Универсальное помещение,https://chelyabinsk.n1.ru/view/115070686/?open_card_kn
25000,Ленина (Шершни),Челябинск,555,45,Универсальное помещение,https://chelyabinsk.n1.ru/view/115421775/?open_card_kn
