"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
280000,"улица Екатеринодарская, 6",Краснодар,1000,280,Универсальное помещение,https://krasnodar-1.n1.ru/view/112498303/?open_card_kn
150000,"улица Российская, 64",Краснодар,750,200,Универсальное помещение,https://krasnodar-1.n1.ru/view/115105700/?open_card_kn
100000,"улица Евдокимовская, 33",Краснодар,666,150,Универсальное помещение,https://krasnodar-1.n1.ru/view/115791965/?open_card_kn
499800,"переулок Дорожный, 4",Краснодар,833,600,Универсальное помещение,https://krasnodar-1.n1.ru/view/115787947/?open_card_kn
810000,"улица им Тургенева, 155",Краснодар,3000,270,Универсальное помещение,https://krasnodar-1.n1.ru/view/114023261/?open_card_kn
202500,"улица Уральская, 210",Краснодар,450,450,Универсальное помещение,https://krasnodar-1.n1.ru/view/115787943/?open_card_kn
175500,"улица Уссурийская, 17",Краснодар,1300,135,Универсальное помещение,https://krasnodar-1.n1.ru/view/114023083/?open_card_kn
100000,"улица им Писателя Неподобы В.П., 55",Краснодар,666,150,Универсальное помещение,https://krasnodar-1.n1.ru/view/115786546/?open_card_kn
140000,"улица Черкасская, 58",Краснодар,3181,44,Универсальное помещение,https://krasnodar-1.n1.ru/view/114747400/?open_card_kn
173000,"улица Кубанская Набережная, 64",Краснодар,1601,108,Универсальное помещение,https://krasnodar-1.n1.ru/view/115093944/?open_card_kn
60000,"улица им Карякина, 25",Краснодар,1200,50,Универсальное помещение,https://krasnodar-1.n1.ru/view/115784443/?open_card_kn
191000,"улица им Гаврилова П.М., 60",Краснодар,1299,147,Универсальное помещение,https://krasnodar-1.n1.ru/view/115778935/?open_card_kn
410000,"улица Крайняя, 18г/1",Краснодар,500,820,Универсальное помещение,https://krasnodar-1.n1.ru/view/113271584/?open_card_kn
150000,"улица Пролетарская, 37",Краснодар,910,164,Универсальное помещение,https://krasnodar-1.n1.ru/view/114007268/?open_card_kn
90000,"улица Российская, 257",Краснодар,2000,45,Универсальное помещение,https://krasnodar-1.n1.ru/view/114007145/?open_card_kn
400000,"улица Ямальская 2-я, 45",Краснодар,1000,400,Универсальное помещение,https://krasnodar-1.n1.ru/view/115074816/?open_card_kn
150000,"улица КИМ, 149",Краснодар,937,160,Универсальное помещение,https://krasnodar-1.n1.ru/view/115426693/?open_card_kn
150000,"улица Школьная, 1",Краснодар,3000,50,Универсальное помещение,https://krasnodar-1.n1.ru/view/114725603/?open_card_kn
